txn_id,txn_timestamp,from_acct_id,to_acct_id,txn_type,amount,status,error_msg
2400,2025-09-27 12:12:56,1845,4488,UPI,4391,SUCCESS,
2401,2025-05-23 02:56:08,2291,,ATM WITHDRAWAL,5958,SUCCESS,
2402,2025-09-30 17:51:03,4645,4058,NEFT,337971,SUCCESS,
2403,2025-04-01 21:57:14,4744,4733,UPI,606,SUCCESS,
2404,2025-10-28 06:01:15,1655,3665,IMPS,107252,SUCCESS,
2405,2025-05-07 00:06:10,664,3908,UPI,6331,SUCCESS,
2406,2025-07-09 16:02:51,2968,65,UPI,5948,SUCCESS,
2407,2025-10-01 08:19:08,2785,1,UPI,5248,SUCCESS,
2408,2025-03-11 22:53:35,2988,1454,FUND TRANSFER,407785,SUCCESS,
2409,2025-04-02 00:19:06,356,843,UPI,7390,SUCCESS,
2410,2025-10-11 23:21:25,4336,1813,UPI,6616,SUCCESS,
2411,2025-12-25 15:01:12,2226,,DEPOSIT,71836,FAILED,Daily Limit Exceeded
2412,2025-09-07 17:12:14,2169,,WITHDRAWAL,9265,SUCCESS,
2413,2025-05-09 23:08:55,656,1186,FUND TRANSFER,618851,SUCCESS,
2414,2025-03-24 17:22:48,91,1375,IMPS,168399,SUCCESS,
2415,2025-11-24 12:58:05,1369,,DEPOSIT,69089,SUCCESS,
2416,2025-04-29 14:58:41,4202,2217,UPI,8401,SUCCESS,
2417,2025-11-18 08:33:19,3307,,DEPOSIT,6031,FAILED,Invalid Account
2418,2025-09-11 00:11:21,969,,ATM WITHDRAWAL,6182,SUCCESS,
2419,2025-01-25 22:59:47,2879,1235,UPI,9016,SUCCESS,
2420,2025-09-05 13:52:31,2579,379,UPI,2309,SUCCESS,
2421,2025-05-20 03:41:26,1289,,DEPOSIT,23833,SUCCESS,
2422,2025-05-05 13:15:00,1718,4551,FUND TRANSFER,236682,SUCCESS,
2423,2025-01-28 19:33:56,1768,,ATM WITHDRAWAL,1097,SUCCESS,
2424,2025-07-02 14:53:09,4718,,ATM WITHDRAWAL,6497,SUCCESS,
2425,2025-01-06 14:33:31,3162,4295,FUND TRANSFER,962416,SUCCESS,
2426,2025-04-02 10:50:08,267,1711,NEFT,331148,SUCCESS,
2427,2025-10-24 17:55:34,4926,4152,FUND TRANSFER,618831,SUCCESS,
2428,2025-10-23 14:10:27,1182,223,UPI,4228,SUCCESS,
2429,2025-04-10 00:53:32,2305,1707,FUND TRANSFER,767902,SUCCESS,
2430,2025-11-18 05:37:59,690,120,NEFT,402082,SUCCESS,
2431,2025-05-22 02:17:14,3599,,WITHDRAWAL,31571,SUCCESS,
2432,2025-05-20 03:43:38,214,,WITHDRAWAL,37993,SUCCESS,
2433,2025-06-05 11:26:54,1073,2172,UPI,7457,SUCCESS,
2434,2025-11-11 18:40:04,4889,3004,UPI,6980,SUCCESS,
2435,2025-01-04 08:02:33,4104,498,UPI,9283,SUCCESS,
2436,2025-06-09 22:32:34,1945,2550,UPI,8205,SUCCESS,
2437,2025-03-24 05:19:27,1166,247,IMPS,97861,SUCCESS,
2438,2025-01-16 00:39:53,3200,,ATM WITHDRAWAL,6055,SUCCESS,
2439,2025-08-22 22:55:37,1342,,ATM WITHDRAWAL,1979,SUCCESS,
2440,2025-07-20 15:05:58,2492,,DEPOSIT,70114,SUCCESS,
2441,2025-09-20 23:28:03,2,2355,UPI,2721,SUCCESS,
2442,2025-02-23 01:42:49,2203,,ATM WITHDRAWAL,8855,SUCCESS,
2443,2025-12-05 15:24:36,128,2131,FUND TRANSFER,120325,SUCCESS,
2444,2025-12-02 17:34:33,1877,,DEPOSIT,47483,SUCCESS,
2445,2025-05-27 23:25:09,1786,4818,NEFT,269466,SUCCESS,
2446,2025-12-30 23:30:07,479,979,UPI,719,SUCCESS,
2447,2025-06-28 21:46:36,35,4274,FUND TRANSFER,269571,SUCCESS,
2448,2025-12-01 17:42:47,2482,683,FUND TRANSFER,77293,SUCCESS,
2449,2025-07-20 04:30:08,2601,,DEPOSIT,12249,SUCCESS,
2450,2025-02-28 20:17:21,4415,726,UPI,1799,SUCCESS,
2451,2025-04-22 07:21:43,2985,1013,IMPS,144643,SUCCESS,
2452,2025-06-20 03:14:06,4371,2728,UPI,7352,SUCCESS,
2453,2025-05-30 11:16:16,4377,,WITHDRAWAL,8002,SUCCESS,
2454,2025-09-18 13:38:06,4619,750,FUND TRANSFER,588822,FAILED,Beneficiary Not Found
2455,2025-10-07 10:51:54,3480,1737,IMPS,24937,SUCCESS,
2456,2025-04-10 16:59:28,3278,,WITHDRAWAL,22460,SUCCESS,
2457,2025-08-26 21:45:39,1958,,WITHDRAWAL,4750,SUCCESS,
2458,2025-04-14 09:54:44,1274,4870,UPI,9653,SUCCESS,
2459,2025-08-15 17:25:33,149,891,FUND TRANSFER,886886,SUCCESS,
2460,2025-11-16 19:08:29,1283,,WITHDRAWAL,4296,SUCCESS,
2461,2025-09-13 08:02:19,1445,2240,FUND TRANSFER,692476,SUCCESS,
2462,2025-08-29 03:59:24,4317,110,UPI,8986,SUCCESS,
2463,2025-05-19 20:20:27,1990,,ATM WITHDRAWAL,3217,SUCCESS,
2464,2025-06-16 07:03:26,2947,2339,UPI,1692,SUCCESS,
2465,2025-09-21 16:16:12,392,2734,NEFT,404537,SUCCESS,
2466,2025-05-07 01:50:37,1043,55,NEFT,35485,SUCCESS,
2467,2025-12-04 06:48:34,4352,4971,FUND TRANSFER,228610,SUCCESS,
2468,2025-10-20 06:47:16,3215,3116,NEFT,95872,SUCCESS,
2469,2025-11-18 05:47:54,930,577,FUND TRANSFER,361680,SUCCESS,
2470,2025-07-07 05:12:08,2383,414,IMPS,194525,SUCCESS,
2471,2025-12-30 08:29:31,3860,4252,FUND TRANSFER,29778,SUCCESS,
2472,2025-10-24 22:41:45,2251,,DEPOSIT,52627,SUCCESS,
2473,2025-06-07 07:21:28,2520,,WITHDRAWAL,16948,SUCCESS,
2474,2025-04-04 04:44:06,2180,3614,UPI,3791,SUCCESS,
2475,2025-05-13 21:50:57,2950,2340,UPI,2557,SUCCESS,
2476,2025-10-04 06:03:55,2239,136,UPI,9339,SUCCESS,
2477,2025-07-15 23:45:46,2976,4727,UPI,8651,SUCCESS,
2478,2025-08-18 14:05:14,2136,,ATM WITHDRAWAL,8516,SUCCESS,
2479,2025-12-19 17:58:34,2214,1148,UPI,108,SUCCESS,
2480,2025-10-05 22:23:14,4394,286,UPI,3676,SUCCESS,
2481,2025-11-24 04:19:26,2052,,ATM WITHDRAWAL,4186,SUCCESS,
2482,2025-06-17 08:24:19,3654,1523,UPI,4111,SUCCESS,
2483,2025-09-13 05:13:51,572,4246,FUND TRANSFER,656650,SUCCESS,
2484,2025-10-19 20:14:47,3052,,ATM WITHDRAWAL,2257,SUCCESS,
2485,2025-02-11 22:51:01,4997,,WITHDRAWAL,39260,SUCCESS,
2486,2025-05-21 20:54:05,2310,776,UPI,1658,SUCCESS,
2487,2025-11-26 05:17:48,1379,,DEPOSIT,72659,SUCCESS,
2488,2025-06-11 22:47:43,3089,1207,FUND TRANSFER,530339,SUCCESS,
2489,2025-05-21 01:19:48,3133,2004,NEFT,462263,SUCCESS,
2490,2025-04-03 10:14:25,643,,ATM WITHDRAWAL,970,SUCCESS,
2491,2025-04-23 00:26:59,1209,4475,UPI,4418,SUCCESS,
2492,2025-06-16 21:59:10,2766,,WITHDRAWAL,28943,SUCCESS,
2493,2025-05-06 07:23:28,4655,,ATM WITHDRAWAL,4580,SUCCESS,
2494,2025-11-16 07:23:16,1326,1886,FUND TRANSFER,190649,SUCCESS,
2495,2025-11-07 15:23:00,1192,,DEPOSIT,58691,SUCCESS,
2496,2025-06-28 17:54:44,4253,3525,FUND TRANSFER,594086,SUCCESS,
2497,2025-02-13 08:15:36,626,3113,FUND TRANSFER,459131,SUCCESS,
2498,2025-08-31 20:51:21,1400,3023,FUND TRANSFER,541772,SUCCESS,
2499,2025-06-06 06:08:03,3517,3610,FUND TRANSFER,710807,SUCCESS,
2500,2025-03-29 12:48:20,4149,1002,NEFT,244061,SUCCESS,
2501,2025-10-21 03:11:41,3016,,ATM WITHDRAWAL,1309,SUCCESS,
2502,2025-12-11 17:32:41,2424,,DEPOSIT,73072,SUCCESS,
2503,2025-08-03 16:34:18,1205,1211,FUND TRANSFER,18048,SUCCESS,
2504,2025-01-12 07:20:03,2949,405,UPI,5764,SUCCESS,
2505,2025-07-15 11:10:40,2796,425,NEFT,416488,SUCCESS,
2506,2025-07-28 03:18:34,2483,,WITHDRAWAL,7136,SUCCESS,
2507,2025-04-01 00:30:20,1623,,DEPOSIT,80756,SUCCESS,
2508,2025-11-06 01:24:57,2193,4395,UPI,4100,SUCCESS,
2509,2025-05-18 06:48:16,2448,3638,FUND TRANSFER,148876,SUCCESS,
2510,2025-01-07 19:18:00,3569,4027,FUND TRANSFER,950249,SUCCESS,
2511,2025-08-29 11:29:19,2364,,ATM WITHDRAWAL,6298,SUCCESS,
2512,2025-09-13 11:15:57,2497,4071,UPI,694,SUCCESS,
2513,2025-01-18 19:05:44,3993,,ATM WITHDRAWAL,9047,SUCCESS,
2514,2025-12-24 00:28:49,3203,921,FUND TRANSFER,470530,SUCCESS,
2515,2025-03-22 00:07:25,1456,2144,UPI,8168,SUCCESS,
2516,2025-08-15 14:25:58,337,,DEPOSIT,57774,SUCCESS,
2517,2025-09-04 20:50:22,1843,4369,UPI,3093,SUCCESS,
2518,2025-06-24 14:40:48,3070,,INTEREST CREDIT,21922,SUCCESS,
2519,2025-08-28 11:25:31,1932,3011,FUND TRANSFER,842227,SUCCESS,
2520,2025-11-05 08:30:21,4369,3224,FUND TRANSFER,484830,SUCCESS,
2521,2025-10-26 17:19:23,1205,749,UPI,1349,SUCCESS,
2522,2025-05-05 14:21:57,3821,2842,UPI,9097,SUCCESS,
2523,2025-07-19 11:03:55,1975,,ATM WITHDRAWAL,7747,FAILED,Network Timeout
2524,2025-09-21 04:21:47,1363,297,NEFT,293310,SUCCESS,
2525,2025-09-08 04:42:58,2511,,ATM WITHDRAWAL,5650,SUCCESS,
2526,2025-10-08 14:35:19,1787,4180,UPI,509,SUCCESS,
2527,2025-11-01 14:18:19,3061,,DEPOSIT,80976,SUCCESS,
2528,2025-03-21 15:26:55,4634,463,UPI,2191,SUCCESS,
2529,2025-04-06 21:37:18,2856,3613,FUND TRANSFER,999420,SUCCESS,
2530,2025-10-08 18:29:14,3663,3283,UPI,2459,SUCCESS,
2531,2025-12-28 01:37:58,3426,1654,NEFT,140054,SUCCESS,
2532,2025-02-28 03:25:09,3893,4929,NEFT,426402,SUCCESS,
2533,2025-03-09 03:31:48,3275,2585,NEFT,155460,FAILED,Network Timeout
2534,2025-03-19 10:58:34,1470,15,FUND TRANSFER,290682,SUCCESS,
2535,2025-12-27 19:16:55,2675,,ATM WITHDRAWAL,9905,SUCCESS,
2536,2025-03-09 18:11:07,217,2659,UPI,8449,SUCCESS,
2537,2025-05-09 16:43:26,1687,,DEPOSIT,22053,SUCCESS,
2538,2025-08-20 15:53:06,4186,,DEPOSIT,33369,SUCCESS,
2539,2025-10-02 12:45:43,2133,1662,FUND TRANSFER,714422,SUCCESS,
2540,2025-04-08 15:38:33,2337,,WITHDRAWAL,13489,SUCCESS,
2541,2025-03-28 22:00:40,4382,,DEPOSIT,92493,SUCCESS,
2542,2025-08-15 13:34:46,1696,728,NEFT,304899,SUCCESS,
2543,2025-10-24 23:11:38,1586,,INTEREST CREDIT,10666,SUCCESS,
2544,2025-09-09 15:18:10,780,2272,UPI,877,SUCCESS,
2545,2025-12-17 00:01:52,32,3557,NEFT,12112,SUCCESS,
2546,2025-09-04 23:40:25,1625,,DEPOSIT,51535,SUCCESS,
2547,2025-03-14 02:25:51,1619,1835,FUND TRANSFER,21960,SUCCESS,
2548,2025-08-24 09:31:01,2810,,ATM WITHDRAWAL,9332,SUCCESS,
2549,2025-08-03 21:22:00,1607,3106,UPI,7255,SUCCESS,
2550,2025-01-01 17:57:18,1286,2810,NEFT,284889,SUCCESS,
2551,2025-07-13 09:21:19,1630,,DEPOSIT,40772,SUCCESS,
2552,2025-03-12 12:22:56,2281,861,FUND TRANSFER,22705,SUCCESS,
2553,2025-12-10 17:37:02,648,3197,UPI,2066,SUCCESS,
2554,2025-05-16 22:37:07,3668,,WITHDRAWAL,44858,SUCCESS,
2555,2025-01-28 06:38:34,3389,,WITHDRAWAL,41067,SUCCESS,
2556,2025-12-28 15:59:07,3007,1313,FUND TRANSFER,665576,SUCCESS,
2557,2025-11-24 12:43:06,4494,4691,FUND TRANSFER,520874,SUCCESS,
2558,2025-01-07 15:52:26,3279,930,UPI,4676,SUCCESS,
2559,2025-06-18 00:03:27,3012,1067,UPI,9353,SUCCESS,
2560,2025-09-09 12:52:46,501,3950,UPI,6884,SUCCESS,
2561,2025-06-09 11:25:42,1814,1358,IMPS,173124,FAILED,Invalid Account
2562,2025-09-13 20:22:01,2807,517,FUND TRANSFER,969352,SUCCESS,
2563,2025-02-19 11:11:10,4395,,ATM WITHDRAWAL,5757,SUCCESS,
2564,2025-09-27 08:33:48,3229,3787,UPI,3073,SUCCESS,
2565,2025-06-08 06:39:16,3960,,ATM WITHDRAWAL,2810,SUCCESS,
2566,2025-09-08 13:53:28,4669,4315,NEFT,337406,SUCCESS,
2567,2025-01-07 11:45:27,2366,3107,IMPS,117769,FAILED,Beneficiary Not Found
2568,2025-02-02 09:37:25,1712,4971,FUND TRANSFER,412745,SUCCESS,
2569,2025-03-25 09:16:05,1563,1292,IMPS,78572,SUCCESS,
2570,2025-12-08 01:22:24,2294,,ATM WITHDRAWAL,3356,SUCCESS,
2571,2025-09-25 01:07:21,1052,3243,FUND TRANSFER,160904,SUCCESS,
2572,2025-06-08 14:29:57,3956,,ATM WITHDRAWAL,9077,FAILED,Beneficiary Not Found
2573,2025-01-02 19:42:53,3706,2543,FUND TRANSFER,372445,SUCCESS,
2574,2025-05-19 02:07:10,2604,3124,UPI,1415,SUCCESS,
2575,2025-03-08 05:07:12,3604,,INTEREST CREDIT,13293,SUCCESS,
2576,2025-06-17 18:55:23,3145,3917,UPI,11,SUCCESS,
2577,2025-08-01 12:26:27,475,3975,UPI,2198,SUCCESS,
2578,2025-03-23 20:09:19,1393,,ATM WITHDRAWAL,4671,SUCCESS,
2579,2025-01-20 04:21:20,1174,3302,NEFT,331382,SUCCESS,
2580,2025-03-27 19:15:23,4018,792,IMPS,3158,SUCCESS,
2581,2025-03-01 21:11:26,2015,3458,FUND TRANSFER,76183,SUCCESS,
2582,2025-08-25 01:25:24,242,4079,UPI,9918,SUCCESS,
2583,2025-08-06 21:45:05,2274,2009,UPI,5562,SUCCESS,
2584,2025-11-17 03:45:08,1663,,ATM WITHDRAWAL,8406,SUCCESS,
2585,2025-11-20 03:08:23,3335,3844,NEFT,349908,SUCCESS,
2586,2025-03-11 07:17:44,4369,3029,IMPS,40106,SUCCESS,
2587,2025-05-02 21:34:20,4878,2787,FUND TRANSFER,686837,SUCCESS,
2588,2025-05-30 13:14:34,1957,,WITHDRAWAL,13116,SUCCESS,
2589,2025-06-25 08:54:19,1194,4292,UPI,1453,SUCCESS,
2590,2025-11-12 15:24:50,1080,3491,UPI,8792,SUCCESS,
2591,2025-06-20 04:51:45,3969,4119,IMPS,110255,SUCCESS,
2592,2025-06-07 23:07:17,4396,,ATM WITHDRAWAL,131,SUCCESS,
2593,2025-08-04 20:58:14,4161,595,UPI,3824,SUCCESS,
2594,2025-03-13 02:42:33,315,2528,UPI,4446,SUCCESS,
2595,2025-06-09 06:04:01,4226,,WITHDRAWAL,20925,SUCCESS,
2596,2025-08-28 06:19:12,3444,4117,UPI,5793,SUCCESS,
2597,2025-03-18 08:34:12,1842,2924,FUND TRANSFER,9888,SUCCESS,
2598,2025-09-22 08:18:40,4962,2587,FUND TRANSFER,747178,SUCCESS,
2599,2025-08-07 11:53:10,4946,4720,UPI,8231,SUCCESS,
2600,2025-02-04 21:05:12,3844,,WITHDRAWAL,25179,SUCCESS,
2601,2025-07-19 08:40:20,2253,,WITHDRAWAL,40042,SUCCESS,
2602,2025-12-19 11:04:24,4988,,WITHDRAWAL,7414,SUCCESS,
2603,2025-10-31 22:45:56,3027,,ATM WITHDRAWAL,1907,SUCCESS,
2604,2025-01-11 03:31:08,2845,,ATM WITHDRAWAL,3143,SUCCESS,
2605,2025-06-22 22:12:20,3260,4373,UPI,3872,SUCCESS,
2606,2025-03-04 11:53:12,3926,,ATM WITHDRAWAL,2061,FAILED,Network Timeout
2607,2025-08-05 19:30:22,3761,1630,NEFT,368348,SUCCESS,
2608,2025-08-03 00:37:55,3104,,DEPOSIT,25348,SUCCESS,
2609,2025-05-24 01:53:32,1552,3206,UPI,3898,SUCCESS,
2610,2025-08-18 11:52:35,4059,843,FUND TRANSFER,79094,SUCCESS,
2611,2025-09-24 19:05:16,3385,1441,IMPS,109761,SUCCESS,
2612,2025-01-12 19:17:30,2280,4697,NEFT,65163,SUCCESS,
2613,2025-03-10 21:53:57,3183,,ATM WITHDRAWAL,1404,SUCCESS,
2614,2025-11-27 02:12:15,2298,1892,UPI,5439,SUCCESS,
2615,2025-12-17 04:55:52,3438,176,UPI,8844,SUCCESS,
2616,2025-08-27 11:22:35,3841,,DEPOSIT,53184,SUCCESS,
2617,2025-09-11 12:28:03,3627,,DEPOSIT,90478,SUCCESS,
2618,2025-12-26 18:04:15,3695,,DEPOSIT,57608,SUCCESS,
2619,2025-03-24 19:33:10,2977,,DEPOSIT,31647,SUCCESS,
2620,2025-12-25 12:46:23,4545,,ATM WITHDRAWAL,3952,SUCCESS,
2621,2025-11-19 08:34:39,2013,,ATM WITHDRAWAL,3757,SUCCESS,
2622,2025-11-27 18:47:45,3191,,WITHDRAWAL,38770,SUCCESS,
2623,2025-07-02 03:34:01,2650,4849,IMPS,106109,SUCCESS,
2624,2025-07-02 00:24:45,1414,,WITHDRAWAL,3562,SUCCESS,
2625,2025-04-09 04:38:37,2070,4183,NEFT,361836,SUCCESS,
2626,2025-04-09 06:47:12,918,,INTEREST CREDIT,24384,SUCCESS,
2627,2025-12-27 16:29:09,2063,,DEPOSIT,3818,SUCCESS,
2628,2025-07-05 05:43:06,2836,,WITHDRAWAL,38543,SUCCESS,
2629,2025-04-12 19:48:56,3571,4911,NEFT,37736,FAILED,Invalid Account
2630,2025-02-08 04:07:18,1051,1133,IMPS,4709,FAILED,Network Timeout
2631,2025-12-25 10:07:08,3168,,DEPOSIT,67601,SUCCESS,
2632,2025-03-11 16:13:01,2623,2509,NEFT,77018,SUCCESS,
2633,2025-08-21 17:34:29,4965,2398,IMPS,70521,SUCCESS,
2634,2025-11-23 13:38:34,2006,411,UPI,1232,SUCCESS,
2635,2025-09-29 17:44:53,1938,,ATM WITHDRAWAL,4409,SUCCESS,
2636,2025-08-28 01:57:36,3112,,WITHDRAWAL,49022,SUCCESS,
2637,2025-07-09 15:36:26,1540,4655,UPI,7686,SUCCESS,
2638,2025-03-29 22:11:06,3859,4428,IMPS,126782,SUCCESS,
2639,2025-07-14 07:28:56,3556,1730,UPI,488,SUCCESS,
2640,2025-06-21 04:26:22,4453,3722,UPI,4005,SUCCESS,
2641,2025-10-12 19:07:53,2317,4624,FUND TRANSFER,100139,SUCCESS,
2642,2025-11-29 00:56:55,1396,4872,UPI,827,SUCCESS,
2643,2025-09-22 12:59:52,473,1045,NEFT,61692,SUCCESS,
2644,2025-09-12 13:34:52,4543,,ATM WITHDRAWAL,6315,SUCCESS,
2645,2025-09-05 07:47:51,465,405,UPI,1248,SUCCESS,
2646,2025-01-31 09:07:32,1528,,ATM WITHDRAWAL,9653,SUCCESS,
2647,2025-06-26 07:36:31,2229,3134,UPI,9030,SUCCESS,
2648,2025-10-23 14:46:42,2071,,WITHDRAWAL,22349,SUCCESS,
2649,2025-09-20 03:17:54,2964,3719,FUND TRANSFER,66012,SUCCESS,
2650,2025-03-29 19:40:46,1941,4485,NEFT,387171,SUCCESS,
2651,2025-11-08 04:04:48,1758,,ATM WITHDRAWAL,444,SUCCESS,
2652,2025-04-26 01:54:35,1052,3436,IMPS,171873,SUCCESS,
2653,2025-06-21 23:57:52,225,,DEPOSIT,82791,SUCCESS,
2654,2025-01-19 10:54:22,3859,4632,UPI,567,SUCCESS,
2655,2025-06-24 11:03:38,2213,1095,UPI,6355,SUCCESS,
2656,2025-04-04 15:34:33,2758,3581,UPI,3022,SUCCESS,
2657,2025-02-18 18:32:44,4441,,WITHDRAWAL,34419,SUCCESS,
2658,2025-09-28 17:36:25,1455,,DEPOSIT,77992,SUCCESS,
2659,2025-04-23 00:12:29,3366,,DEPOSIT,16293,SUCCESS,
2660,2025-02-25 11:53:08,4542,,ATM WITHDRAWAL,7719,SUCCESS,
2661,2025-04-28 20:41:41,4287,1083,IMPS,119843,SUCCESS,
2662,2025-05-03 04:23:45,4500,1369,UPI,7488,SUCCESS,
2663,2025-05-05 07:40:28,4206,2499,NEFT,172305,SUCCESS,
2664,2025-04-12 12:12:12,1761,,ATM WITHDRAWAL,3920,SUCCESS,
2665,2025-06-14 04:38:26,3331,481,UPI,8653,SUCCESS,
2666,2025-12-23 14:25:27,572,,WITHDRAWAL,9002,SUCCESS,
2667,2025-07-01 01:28:09,2321,,WITHDRAWAL,13236,SUCCESS,
2668,2025-04-17 16:59:22,4751,,WITHDRAWAL,45954,SUCCESS,
2669,2025-06-14 02:16:42,375,,WITHDRAWAL,30051,SUCCESS,
2670,2025-07-14 02:24:16,214,2006,NEFT,292837,SUCCESS,
2671,2025-07-22 19:20:08,2001,979,UPI,8871,SUCCESS,
2672,2025-02-07 20:36:27,2411,4474,UPI,9845,SUCCESS,
2673,2025-06-04 22:32:45,4603,550,UPI,2247,SUCCESS,
2674,2025-05-04 13:14:35,2607,3060,UPI,2173,SUCCESS,
2675,2025-02-17 06:18:04,3818,,DEPOSIT,96366,SUCCESS,
2676,2025-06-22 08:40:19,3839,3224,UPI,121,SUCCESS,
2677,2025-04-18 13:07:09,2349,1985,FUND TRANSFER,882542,SUCCESS,
2678,2025-01-15 11:20:00,1397,2366,UPI,4917,SUCCESS,
2679,2025-11-25 09:23:36,2279,,ATM WITHDRAWAL,4191,FAILED,Beneficiary Not Found
2680,2025-05-15 07:40:19,3210,4609,FUND TRANSFER,738515,SUCCESS,
2681,2025-11-30 05:18:38,895,,ATM WITHDRAWAL,2648,SUCCESS,
2682,2025-03-13 05:52:44,1096,3239,UPI,2204,SUCCESS,
2683,2025-11-06 20:33:23,3636,306,FUND TRANSFER,539171,FAILED,Invalid Account
2684,2025-08-19 21:48:42,2760,4160,UPI,3088,SUCCESS,
2685,2025-04-10 14:31:51,542,4897,UPI,3078,SUCCESS,
2686,2025-01-12 22:23:50,4482,,ATM WITHDRAWAL,4474,SUCCESS,
2687,2025-05-31 22:15:42,2967,,INTEREST CREDIT,19942,SUCCESS,
2688,2025-12-30 20:10:58,2466,679,FUND TRANSFER,975522,SUCCESS,
2689,2025-02-05 10:01:00,3466,2850,NEFT,193115,SUCCESS,
2690,2025-03-13 19:40:14,3317,2312,NEFT,91717,SUCCESS,
2691,2025-06-02 16:47:16,293,,ATM WITHDRAWAL,3413,SUCCESS,
2692,2025-11-27 08:42:42,2360,921,IMPS,152319,FAILED,Insufficient Balance
2693,2025-04-24 07:16:15,4417,,ATM WITHDRAWAL,2922,SUCCESS,
2694,2025-10-29 17:02:34,4392,2750,FUND TRANSFER,461389,SUCCESS,
2695,2025-08-08 09:20:28,2906,,ATM WITHDRAWAL,7284,SUCCESS,
2696,2025-07-07 12:48:54,2820,141,UPI,4796,SUCCESS,
2697,2025-06-09 19:45:55,39,1647,FUND TRANSFER,370986,SUCCESS,
2698,2025-02-05 02:22:57,403,,ATM WITHDRAWAL,2252,SUCCESS,
2699,2025-03-20 15:09:32,3389,2540,NEFT,487712,SUCCESS,
2700,2025-12-08 08:16:04,1410,,WITHDRAWAL,16724,SUCCESS,
2701,2025-01-30 02:57:40,1407,4954,UPI,2653,SUCCESS,
2702,2025-02-23 16:11:16,3556,1983,FUND TRANSFER,667767,SUCCESS,
2703,2025-12-02 15:07:22,1174,665,NEFT,489713,SUCCESS,
2704,2025-11-05 13:32:23,951,,ATM WITHDRAWAL,2149,SUCCESS,
2705,2025-02-10 12:00:57,1126,127,UPI,3501,SUCCESS,
2706,2025-03-15 02:37:03,753,578,UPI,6513,SUCCESS,
2707,2025-12-19 00:26:17,4626,1055,FUND TRANSFER,769598,SUCCESS,
2708,2025-12-09 06:52:24,3012,296,IMPS,38135,SUCCESS,
2709,2025-09-09 02:35:37,3720,4441,UPI,6827,SUCCESS,
2710,2025-08-20 12:40:23,1873,2792,IMPS,171404,SUCCESS,
2711,2025-01-02 01:43:41,4038,,ATM WITHDRAWAL,9084,SUCCESS,
2712,2025-03-20 04:18:34,2710,,WITHDRAWAL,10975,SUCCESS,
2713,2025-05-21 07:48:36,4231,461,FUND TRANSFER,679986,SUCCESS,
2714,2025-10-05 00:41:13,2213,,ATM WITHDRAWAL,880,SUCCESS,
2715,2025-05-20 00:45:35,3629,,WITHDRAWAL,26803,SUCCESS,
2716,2025-06-07 15:33:45,2791,,ATM WITHDRAWAL,8591,SUCCESS,
2717,2025-12-27 17:49:10,324,,ATM WITHDRAWAL,8642,SUCCESS,
2718,2025-10-09 15:39:34,571,,DEPOSIT,33913,SUCCESS,
2719,2025-05-27 04:08:11,949,,WITHDRAWAL,1881,SUCCESS,
2720,2025-08-30 08:57:33,1046,,WITHDRAWAL,25623,SUCCESS,
2721,2025-04-24 06:35:28,591,2410,NEFT,146170,SUCCESS,
2722,2025-04-20 05:14:02,476,,ATM WITHDRAWAL,4653,SUCCESS,
2723,2025-04-08 14:37:58,1450,,ATM WITHDRAWAL,6804,SUCCESS,
2724,2025-10-06 08:27:07,120,,DEPOSIT,70096,SUCCESS,
2725,2025-01-16 11:02:46,1035,942,UPI,3571,SUCCESS,
2726,2025-11-12 18:43:24,4914,3319,UPI,7916,SUCCESS,
2727,2025-02-07 05:56:21,2248,3756,UPI,7100,SUCCESS,
2728,2025-05-29 13:16:57,141,1030,FUND TRANSFER,225306,SUCCESS,
2729,2025-09-09 09:50:10,2836,,WITHDRAWAL,16773,SUCCESS,
2730,2025-09-05 06:39:18,3301,2354,FUND TRANSFER,777643,SUCCESS,
2731,2025-05-04 12:29:57,4885,1553,NEFT,307327,SUCCESS,
2732,2025-01-12 09:48:29,3073,,ATM WITHDRAWAL,5986,SUCCESS,
2733,2025-03-01 17:16:18,2151,,DEPOSIT,86922,SUCCESS,
2734,2025-05-10 08:05:00,2521,1246,UPI,9727,SUCCESS,
2735,2025-07-19 12:39:07,622,3727,FUND TRANSFER,336564,SUCCESS,
2736,2025-03-11 21:41:56,1582,1668,FUND TRANSFER,910109,SUCCESS,
2737,2025-07-19 12:27:24,3828,3982,UPI,4551,SUCCESS,
2738,2025-12-06 03:57:04,3587,2432,UPI,2115,SUCCESS,
2739,2025-10-14 06:51:58,1073,2124,UPI,2370,SUCCESS,
2740,2025-02-21 01:04:05,4943,,ATM WITHDRAWAL,4865,SUCCESS,
2741,2025-04-03 22:07:33,3868,,ATM WITHDRAWAL,4971,SUCCESS,
2742,2025-06-23 00:47:54,4987,,ATM WITHDRAWAL,1572,SUCCESS,
2743,2025-01-15 13:29:23,3498,3024,FUND TRANSFER,703419,SUCCESS,
2744,2025-07-29 19:39:20,515,2183,FUND TRANSFER,84244,SUCCESS,
2745,2025-04-10 06:11:12,3963,3948,UPI,2154,SUCCESS,
2746,2025-01-14 19:53:24,2867,,INTEREST CREDIT,19918,SUCCESS,
2747,2025-09-28 14:34:36,3858,4608,FUND TRANSFER,916477,SUCCESS,
2748,2025-03-13 08:26:08,2291,1609,IMPS,18150,SUCCESS,
