account_id,BRANCH_CODE,customer_id,ACCOUNT_TYPE,balance,status
619,04567,209,SBGEN,457500,ACTIVE
620,01445,209,TD001,739000,ACTIVE
621,17980,210,CAGEN,117000,ACTIVE
622,05678,210,TD003,1581000,ACTIVE
623,01412,211,SBCHQ,229900,ACTIVE
624,21523,212,SBBAS2,322200,ACTIVE
625,20847,212,SBODS4,197900,ACTIVE
626,00823,212,TD001,677000,ACTIVE
627,00945,213,TD003,1384000,ACTIVE
628,00599,213,SBCHQ,87400,ACTIVE
629,21516,214,SB101,233000,ACTIVE
630,00478,214,CAGEN,108500,ACTIVE
631,01045,214,TD001,1167000,ACTIVE
632,00412,214,TD001,1892000,ACTIVE
633,00325,215,TD001,1369000,ACTIVE
634,00599,216,TD003,276000,ACTIVE
635,14158,216,SBCHQ,323600,ACTIVE
636,15678,217,TD003,1375000,ACTIVE
637,00234,218,SBGEN,147900,ACTIVE
638,00765,218,SBCHQ,141300,ACTIVE
639,21067,219,TD001,233000,ACTIVE
640,15306,219,CAGEN,418500,BLOCKED
641,21792,220,TD002,243000,ACTIVE
642,61020,220,SBCHQ,190100,ACTIVE
643,01345,221,CAGEN,722500,ACTIVE
644,00751,221,SBBAS2,464000,ACTIVE
645,00634,221,TD002,1434000,ACTIVE
646,20984,222,TD001,1673000,ACTIVE
647,21792,222,TD003,1871000,ACTIVE
648,00412,222,TD003,608000,ACTIVE
649,00542,222,SBCHQ,368300,BLOCKED
650,11119,222,TD002,1421000,ACTIVE
651,20820,223,SBODS4,99300,ACTIVE
652,21210,223,TD003,332000,ACTIVE
653,6854,223,SBCHQ,436600,ACTIVE
654,30142,223,SBBAS2,489800,ACTIVE
655,00889,223,TD003,1859000,ACTIVE
656,15248,224,SBGEN,431000,ACTIVE
657,31346,224,SBBAS2,480400,ACTIVE
658,20984,224,SBCHQ,261600,ACTIVE
659,00512,225,SBGEN,152500,BLOCKED
660,00912,225,TD003,1060000,ACTIVE
661,00691,226,SBCHQ,205500,ACTIVE
662,21554,226,SBGEN,343400,ACTIVE
663,12345,226,SB101,193800,ACTIVE
664,04567,226,SBGEN,131800,ACTIVE
665,05678,226,TD002,1569000,ACTIVE
666,21554,227,TD002,270000,ACTIVE
667,01012,227,TD001,881000,ACTIVE
668,2714,227,SBBAS2,482600,ACTIVE
669,1980,227,SB101,3100,ACTIVE
670,1195,228,CAGEN,71500,ACTIVE
671,00512,228,CAGEN,370000,ACTIVE
672,02696,229,CAGEN,798000,ACTIVE
673,01178,229,CA0033,3088000,ACTIVE
674,60159,229,TD003,1162000,ACTIVE
675,12960,230,SBCHQ,30400,ACTIVE
676,00692,230,SB101,125100,ACTIVE
677,00534,230,TD001,220000,ACTIVE
678,16528,231,TD001,855000,ACTIVE
679,60007,231,SBCHQ,333500,ACTIVE
680,00342,231,CAGEN,52500,ACTIVE
681,02696,232,TD001,609000,ACTIVE
682,12345,233,SBODS4,69800,ACTIVE
683,20123,234,TD001,598000,BLOCKED
684,00182,234,SB101,39800,ACTIVE
685,00799,234,CAGEN,611000,ACTIVE
686,00823,234,CAGEN,511500,ACTIVE
687,01378,234,SBODS4,145600,ACTIVE
688,50784,235,TD002,1275000,ACTIVE
689,01378,235,SBODS4,9400,ACTIVE
690,00534,236,SBGEN,309900,ACTIVE
691,50784,236,TD001,939000,ACTIVE
692,21291,236,SBGEN,101000,ACTIVE
693,41024,237,TD002,1434000,ACTIVE
694,60007,237,SBGEN,430900,ACTIVE
695,12960,237,TD003,1921000,ACTIVE
696,11121,237,SBCHQ,366800,ACTIVE
697,01078,238,SB101,118300,ACTIVE
698,60148,239,TD001,1375000,ACTIVE
699,31277,239,SBGEN,355200,ACTIVE
700,60148,239,SBBAS2,233700,ACTIVE
701,00654,239,TD003,1374000,ACTIVE
702,00234,239,CAGEN,268000,ACTIVE
703,00799,240,TD001,915000,ACTIVE
704,01445,240,SBCHQ,79800,ACTIVE
705,14171,240,SBCHQ,474000,BLOCKED
706,01173,240,SBBAS2,477800,ACTIVE
707,20984,240,TD002,784000,ACTIVE
708,21554,241,SBGEN,16300,ACTIVE
709,00213,241,TD003,581000,ACTIVE
710,21523,242,SBODS4,16900,ACTIVE
711,01278,242,TD001,1325000,ACTIVE
712,2714,243,CACOL,220000,ACTIVE
713,00901,244,SBCHQ,39400,ACTIVE
714,00889,244,SBODS4,21800,BLOCKED
715,15071,245,SB101,186200,ACTIVE
716,15678,245,TD001,1068000,ACTIVE
717,00765,245,CAGEN,350000,ACTIVE
718,1675,245,SBBAS2,2800,ACTIVE
719,21289,245,SBGEN,61000,ACTIVE
720,00234,246,SBCHQ,11300,ACTIVE
721,21210,247,SBCHQ,425800,ACTIVE
722,20815,248,SBCHQ,305600,ACTIVE
723,17890,248,SBBAS2,127800,ACTIVE
724,15069,248,TD003,1827000,ACTIVE
725,00654,248,TD001,764000,ACTIVE
726,18779,248,TD001,88000,ACTIVE
727,01078,249,SBBAS2,276900,BLOCKED
728,00891,250,SBODS4,149200,ACTIVE
729,00478,250,SBCHQ,179200,ACTIVE
730,16528,250,TD001,790000,ACTIVE
731,00112,250,TD001,1421000,ACTIVE
732,04567,251,TD001,1030000,ACTIVE
733,17921,251,SBCHQ,452800,ACTIVE
734,16959,251,SB101,108000,ACTIVE
735,00613,251,SBBAS2,313100,ACTIVE
736,21291,252,CAGEN,367500,ACTIVE
737,11660,252,SBGEN,325200,ACTIVE
738,21240,252,TD001,802000,ACTIVE
739,03456,253,SB101,59800,ACTIVE
740,00534,253,CAGEN,221000,ACTIVE
741,00542,254,TD003,185000,ACTIVE
742,21861,254,SBCHQ,271100,ACTIVE
743,21184,254,SBGEN,291100,ACTIVE
744,02696,254,TD001,1238000,ACTIVE
745,07890,254,SBBAS2,236300,ACTIVE
746,00998,255,TD001,1235000,ACTIVE
747,00325,255,TD003,400000,ACTIVE
748,21251,256,SBBAS2,195400,ACTIVE
749,11660,257,TD003,1772000,ACTIVE
750,00382,257,SBGEN,175600,ACTIVE
751,00945,257,TD001,853000,ACTIVE
752,01441,257,TD001,798000,ACTIVE
753,00998,258,TD001,84000,ACTIVE
754,01278,258,SBBAS2,143500,ACTIVE
755,02796,258,SBCHQ,177500,ACTIVE
756,00901,258,SB101,115300,ACTIVE
757,21792,259,SB101,15600,ACTIVE
758,00112,259,SBGEN,61600,ACTIVE
759,01178,259,TD001,1212000,ACTIVE
760,14826,260,TD001,1176000,ACTIVE
761,00836,260,SBCHQ,105000,BLOCKED
762,02345,260,CA0033,3805000,ACTIVE
763,1980,260,TD003,1874000,ACTIVE
764,00634,261,TD003,879000,ACTIVE
765,00836,262,TD001,888000,ACTIVE
766,00901,262,SB101,56000,ACTIVE
767,20820,262,SBODS4,60300,ACTIVE
768,6854,262,TD001,932000,ACTIVE
769,00654,262,SBBAS2,465300,ACTIVE
770,01245,263,SB101,146800,BLOCKED
771,00612,263,TD003,925000,ACTIVE
772,00356,263,TD002,1794000,ACTIVE
773,14567,264,SB101,235900,ACTIVE
774,16959,264,SBCHQ,317700,ACTIVE
775,50869,264,SBGEN,293000,ACTIVE
776,00342,264,SBODS4,78600,ACTIVE
777,20998,264,TD001,901000,ACTIVE
778,01078,265,TD001,1231000,ACTIVE
779,00491,265,SB101,140400,BLOCKED
780,01512,265,SB101,105700,ACTIVE
781,00978,265,CAGEN,924500,ACTIVE
782,01012,265,TD001,1935000,ACTIVE
783,05744,266,TD003,1970000,ACTIVE
784,05061,266,TD003,482000,ACTIVE
785,00723,267,SBBAS2,150300,ACTIVE
786,00311,267,CA0033,4266000,ACTIVE
787,00692,268,TD001,291000,ACTIVE
788,16789,268,SBBAS2,198700,ACTIVE
789,00534,268,TD001,1121000,ACTIVE
790,00634,268,SBCHQ,313300,ACTIVE
791,41024,268,TD003,1005000,ACTIVE
792,21279,269,SB101,133500,ACTIVE
793,21861,269,SBCHQ,145700,ACTIVE
794,00543,269,SB101,31100,ACTIVE
795,00551,269,TD001,55000,ACTIVE
796,00612,269,SBGEN,40200,ACTIVE
797,21061,270,SB101,38300,ACTIVE
798,00599,270,TD003,194000,ACTIVE
799,11723,270,CAGEN,436500,ACTIVE
800,00978,270,SBCHQ,80800,ACTIVE
801,00342,271,SBODS4,59200,ACTIVE
802,00454,272,TD003,1981000,ACTIVE
803,00334,273,CAGEN,521500,ACTIVE
804,00723,273,SBCHQ,157800,ACTIVE
805,21406,273,TD002,1810000,ACTIVE
806,00325,273,SBBAS2,453200,ACTIVE
807,21279,273,SB101,227700,ACTIVE
808,17890,274,TD003,741000,ACTIVE
809,00478,274,SBCHQ,70400,ACTIVE
810,18849,275,SBBAS2,491500,ACTIVE
811,00293,275,SB101,172200,ACTIVE
812,01445,275,TD003,770000,ACTIVE
813,00799,276,TD003,308000,ACTIVE
814,01478,276,CACOL,1224000,ACTIVE
815,00543,276,SBODS4,76900,ACTIVE
816,00454,277,TD002,1242000,ACTIVE
817,15069,277,SBGEN,318200,ACTIVE
818,01378,278,TD003,1104000,ACTIVE
819,00373,278,CAGEN,246000,ACTIVE
820,16959,279,SBGEN,319100,ACTIVE
821,01312,279,TD001,1281000,ACTIVE
822,00678,279,TD002,1946000,ACTIVE
823,12960,279,SBGEN,267600,ACTIVE
824,00977,279,SBGEN,396200,ACTIVE
825,00311,280,SBCHQ,243900,ACTIVE
826,00399,281,SBCHQ,98700,ACTIVE
827,03093,282,CA0033,2445000,ACTIVE
828,01178,282,TD002,1760000,ACTIVE
829,00692,282,SBODS4,104200,ACTIVE
830,00373,282,SBGEN,290900,ACTIVE
831,01112,282,SBCHQ,61600,ACTIVE
832,01178,283,CACOL,4909000,ACTIVE
833,17890,283,TD001,1767000,ACTIVE
834,12960,283,TD001,1223000,ACTIVE
835,00812,284,TD001,1987000,ACTIVE
836,16383,284,SB101,59200,ACTIVE
837,00745,284,TD003,858000,ACTIVE
838,12345,284,TD001,906000,ACTIVE
839,6854,284,CAGEN,738500,ACTIVE
840,13279,285,SBGEN,6200,ACTIVE
841,00334,285,TD001,1193000,BLOCKED
842,00692,286,CACOL,3103000,ACTIVE
843,13456,286,CACOL,3018000,ACTIVE
844,00123,286,SBBAS2,492200,ACTIVE
845,15071,286,CAGEN,487000,ACTIVE
846,12960,286,TD001,1151000,ACTIVE
847,21523,287,TD003,99000,ACTIVE
848,60148,287,TD003,807000,ACTIVE
849,00373,287,SBODS4,121900,ACTIVE
850,01412,287,CAGEN,718000,ACTIVE
851,10123,287,TD001,809000,ACTIVE
852,01412,288,SBCHQ,275800,ACTIVE
853,00765,288,SBGEN,464800,ACTIVE
854,00978,288,SBGEN,265400,ACTIVE
855,00782,288,SBBAS2,133000,ACTIVE
856,01212,288,SB101,52800,BLOCKED
857,00751,289,TD001,1466000,ACTIVE
858,21210,289,SBBAS2,203900,ACTIVE
859,21249,289,TD001,1535000,ACTIVE
860,19012,290,SBGEN,19600,ACTIVE
861,00691,290,SBODS4,195000,ACTIVE
862,15069,291,SBCHQ,85200,ACTIVE
863,21651,291,SBCHQ,311100,ACTIVE
864,21651,291,TD001,1318000,ACTIVE
865,16528,291,SB101,148200,ACTIVE
866,11234,291,CACOL,325000,ACTIVE
867,19012,292,SBGEN,101600,ACTIVE
868,20123,292,TD001,860000,ACTIVE
869,18849,292,TD003,612000,ACTIVE
870,05061,293,CAGEN,379500,ACTIVE
871,00867,294,SB101,80200,ACTIVE
872,60007,294,TD003,828000,ACTIVE
873,3026,294,SBCHQ,466700,BLOCKED
874,15248,294,SBBAS2,352000,ACTIVE
875,14567,295,SBBAS2,171700,ACTIVE
876,16789,296,SBCHQ,216200,ACTIVE
877,00889,297,CAGEN,496000,ACTIVE
878,11723,297,SBGEN,178000,ACTIVE
879,05678,297,CAGEN,958500,ACTIVE
880,11723,297,SB101,128100,ACTIVE
881,21424,298,TD001,761000,ACTIVE
882,6854,298,SBGEN,90200,ACTIVE
883,00311,298,SBGEN,201700,ACTIVE
884,00599,298,CACOL,4893000,ACTIVE
885,00745,299,SB101,63800,BLOCKED
886,05678,299,SBBAS2,291100,ACTIVE
887,00836,299,SB101,118400,ACTIVE
888,20847,299,TD001,513000,ACTIVE
889,21752,300,TD001,1449000,ACTIVE
890,41024,300,CAGEN,794500,ACTIVE
891,00543,300,CAGEN,395500,ACTIVE
892,00543,301,TD003,1196000,ACTIVE
893,00691,301,CAGEN,348000,ACTIVE
894,21400,302,SBCHQ,440000,ACTIVE
895,21651,302,SBBAS2,435100,ACTIVE
896,01345,302,SBBAS2,64400,ACTIVE
897,20984,302,TD001,1725000,ACTIVE
898,01173,302,TD001,651000,ACTIVE
899,00182,303,TD003,537000,ACTIVE
900,00382,304,SBBAS2,486700,ACTIVE
901,60148,305,CACOL,730000,ACTIVE
902,01378,305,TD001,921000,ACTIVE
903,01345,306,TD001,721000,ACTIVE
904,00998,307,CACOL,3902000,ACTIVE
905,04187,308,SBCHQ,382400,ACTIVE
906,41024,308,SBGEN,128100,ACTIVE
907,00432,308,CAGEN,609500,ACTIVE
908,17921,309,SB101,152900,ACTIVE
909,00978,309,SBGEN,171100,BLOCKED
910,00823,309,CAGEN,683000,ACTIVE
911,14681,310,SBBAS2,264800,ACTIVE
912,18849,310,TD001,1709000,ACTIVE
913,21554,311,TD001,505000,ACTIVE
914,21061,311,TD002,997000,ACTIVE
915,41024,312,TD002,1642000,ACTIVE
916,20847,313,SBCHQ,416500,BLOCKED
917,6854,313,SBBAS2,199000,ACTIVE
918,00382,313,TD001,1850000,ACTIVE
919,60148,314,SBODS4,232600,ACTIVE
920,00765,314,TD001,877000,ACTIVE
921,00534,315,TD002,1294000,ACTIVE
922,00182,316,SBCHQ,43900,ACTIVE
923,21516,317,CACOL,4971000,ACTIVE
924,00356,318,SBGEN,283100,ACTIVE
925,1675,319,SBCHQ,72900,ACTIVE
926,21554,319,CACOL,3013000,ACTIVE
927,00844,320,SBCHQ,197400,ACTIVE
928,03456,320,SBGEN,495100,ACTIVE
929,02786,321,SBGEN,474300,ACTIVE
930,04816,322,CA0033,3497000,ACTIVE
931,01445,323,SBGEN,212100,ACTIVE
932,02796,323,CACOL,776000,ACTIVE
933,21752,324,SBGEN,378600,ACTIVE
934,21861,325,SBGEN,347400,BLOCKED
935,20507,326,SBODS4,86100,ACTIVE
936,00421,326,CAGEN,227000,ACTIVE
937,61020,326,TD003,235000,ACTIVE
938,01078,326,TD002,623000,ACTIVE
939,21400,326,SBCHQ,465600,ACTIVE
940,00293,327,CAGEN,517000,ACTIVE
941,16383,327,SBODS4,75100,BLOCKED
942,21612,327,SBCHQ,134700,ACTIVE
943,00941,327,SBBAS2,396500,ACTIVE
944,30142,327,SBCHQ,392200,ACTIVE
945,21249,328,TD002,575000,ACTIVE
946,21251,328,SBCHQ,190600,ACTIVE
947,04187,329,TD003,173000,ACTIVE
948,00867,329,TD001,246000,ACTIVE
949,00491,329,CACOL,3952000,BLOCKED
950,21625,329,SBBAS2,140300,ACTIVE
951,00213,329,TD003,90000,ACTIVE
952,15678,330,TD002,1369000,ACTIVE
953,11660,330,TD001,490000,ACTIVE
954,00301,330,TD001,1807000,ACTIVE
955,21284,330,CAGEN,135500,BLOCKED
956,21861,330,SBGEN,224600,ACTIVE
957,00634,331,TD002,733000,ACTIVE
958,11234,331,TD003,1549000,ACTIVE
959,01145,331,CAGEN,832500,ACTIVE
960,11121,332,SB101,86200,ACTIVE
961,01445,333,SB101,70200,ACTIVE
962,15069,333,TD001,235000,ACTIVE
963,12345,333,SBBAS2,333000,ACTIVE
964,00978,333,SBGEN,266900,ACTIVE
965,11234,333,CACOL,428000,ACTIVE
966,15306,334,TD003,587000,ACTIVE
967,01078,334,SB101,1600,ACTIVE
968,15248,334,SBGEN,132300,ACTIVE
969,21184,335,SB101,30300,ACTIVE
970,00751,335,CACOL,1444000,ACTIVE
971,00512,335,TD001,1885000,ACTIVE
972,00844,335,TD001,788000,ACTIVE
973,18849,335,CACOL,3384000,ACTIVE
974,01012,336,CA0033,3291000,ACTIVE
975,01078,336,TD001,202000,ACTIVE
976,21424,336,SB101,35400,ACTIVE
977,12345,336,TD003,1803000,ACTIVE
978,20815,336,TD001,1680000,ACTIVE
979,15248,337,CACOL,4040000,ACTIVE
980,00325,337,TD002,1587000,ACTIVE
981,00945,337,SBBAS2,254900,ACTIVE
982,31346,337,TD003,1109000,ACTIVE
983,12960,338,CACOL,1177000,ACTIVE
984,00823,338,SBBAS2,397500,ACTIVE
985,05061,338,SBCHQ,371200,ACTIVE
986,01378,339,SB101,178900,ACTIVE
987,00836,339,SBCHQ,193800,BLOCKED
988,01245,339,SBCHQ,326000,ACTIVE
989,21400,339,SBCHQ,181100,BLOCKED
990,01178,340,TD001,488000,ACTIVE
991,30273,340,SBGEN,247700,ACTIVE
992,21861,341,TD001,470000,ACTIVE
993,05678,342,SBCHQ,390000,ACTIVE
994,00213,342,SBCHQ,380200,ACTIVE
995,00213,342,TD001,1755000,ACTIVE
996,18779,342,SBBAS2,227100,ACTIVE
997,00282,343,SBBAS2,18500,ACTIVE
998,21067,343,TD001,277000,ACTIVE
999,02786,343,TD001,1435000,ACTIVE
1000,20847,343,SBGEN,120400,ACTIVE
1001,2714,343,SBBAS2,262500,ACTIVE
1002,02345,344,SBGEN,389300,ACTIVE
1003,14171,344,SBGEN,19100,ACTIVE
1004,20123,344,SBGEN,242100,ACTIVE
1005,00342,344,TD002,777000,ACTIVE
1006,00800,344,TD003,1435000,ACTIVE
1007,00567,345,TD003,798000,ACTIVE
1008,00267,345,SBGEN,163100,ACTIVE
1009,11660,346,TD002,1571000,ACTIVE
1010,60159,346,SB101,93800,ACTIVE
1011,11119,346,CAGEN,780500,ACTIVE
1012,1675,346,TD003,1859000,ACTIVE
1013,00656,346,TD002,627000,ACTIVE
1014,30142,347,SBBAS2,229600,ACTIVE
1015,19012,347,CACOL,4633000,ACTIVE
1016,00567,347,SB101,195300,BLOCKED
1017,00912,347,TD002,566000,ACTIVE
1018,21210,347,SB101,147600,ACTIVE
1019,00711,348,SBBAS2,283800,ACTIVE
1020,00599,348,TD001,1757000,ACTIVE
1021,16383,348,SBCHQ,268700,ACTIVE
1022,01173,349,SB101,111800,ACTIVE
1023,00373,349,TD003,1717000,ACTIVE
1024,00267,349,SBCHQ,367100,ACTIVE
1025,00654,350,SBCHQ,467000,BLOCKED
1026,21284,350,SB101,244600,BLOCKED
1027,21249,350,SBGEN,360100,ACTIVE
1028,01045,350,SBBAS2,296100,ACTIVE
1029,21625,350,CAGEN,177000,ACTIVE
1030,21752,351,SB101,82900,ACTIVE
1031,01278,351,CACOL,526000,ACTIVE
1032,20795,351,CAGEN,354500,ACTIVE
1033,11119,352,SBBAS2,373300,ACTIVE
1034,13279,353,TD003,1633000,ACTIVE
1035,60156,353,TD003,623000,ACTIVE
1036,00156,353,SB101,151900,BLOCKED
1037,00836,353,TD001,253000,ACTIVE
1038,00311,354,SB101,66700,ACTIVE
1039,20963,354,TD001,1502000,ACTIVE
1040,00356,354,SBODS4,25800,ACTIVE
1041,00542,355,TD001,820000,ACTIVE
1042,04187,355,SBGEN,240400,ACTIVE
1043,00123,356,TD001,1435000,ACTIVE
1044,00382,356,SB101,57900,ACTIVE
1045,01278,357,SB101,10500,ACTIVE
1046,21625,358,TD001,1873000,ACTIVE
1047,21523,358,CAGEN,384500,ACTIVE
1048,21625,358,CACOL,4359000,ACTIVE
1049,01012,358,SBBAS2,459700,ACTIVE
1050,20123,358,CACOL,967000,ACTIVE
1051,1195,359,SB101,230200,ACTIVE
1052,41024,359,SBGEN,353800,ACTIVE
1053,3026,359,TD003,444000,ACTIVE
1054,50869,359,TD003,240000,ACTIVE
1055,3026,359,CAGEN,351000,ACTIVE
1056,05364,360,TD003,674000,ACTIVE
1057,00613,360,TD001,1851000,ACTIVE
1058,00711,360,TD001,1382000,ACTIVE
1059,60159,361,TD001,186000,ACTIVE
1060,00267,361,TD001,732000,ACTIVE
1061,05364,361,SBBAS2,288400,BLOCKED
1062,01445,362,SBGEN,438200,ACTIVE
1063,05061,362,TD001,609000,ACTIVE
1064,00788,363,SBCHQ,271700,ACTIVE
1065,13279,363,CAGEN,170000,ACTIVE
1066,16528,363,SB101,229900,ACTIVE
1067,00212,363,SBGEN,279000,ACTIVE
1068,21625,364,SBCHQ,394600,ACTIVE
1069,3026,364,TD001,1964000,ACTIVE
1070,21249,364,SB101,244200,ACTIVE
1071,04187,365,SBCHQ,393500,ACTIVE
1072,1195,365,SB101,9900,ACTIVE
1073,00823,366,SBCHQ,64400,ACTIVE
1074,20123,366,TD001,349000,ACTIVE
1075,05678,366,CAGEN,863500,ACTIVE
1076,01178,366,SBGEN,333900,ACTIVE
1077,00613,367,TD003,1280000,ACTIVE
1078,01012,367,CAGEN,283000,ACTIVE
1079,14166,367,TD001,590000,ACTIVE
1080,1675,367,SBBAS2,453000,ACTIVE
1081,21625,367,TD001,328000,ACTIVE
1082,30273,368,CAGEN,899000,BLOCKED
1083,21251,368,TD002,1325000,ACTIVE
1084,00567,368,SBCHQ,113800,ACTIVE
1085,00656,368,TD003,1993000,ACTIVE
1086,00382,368,SBGEN,221500,ACTIVE
1087,31277,369,SBCHQ,161500,ACTIVE
1088,60007,369,SBGEN,109900,ACTIVE
1089,00751,369,TD001,1961000,ACTIVE
1090,20795,369,SBGEN,407900,ACTIVE
1091,11121,369,SBGEN,209600,ACTIVE
1092,00234,370,SBCHQ,199500,ACTIVE
1093,21861,371,SBCHQ,459500,ACTIVE
1094,01445,371,SBCHQ,157600,ACTIVE
1095,1675,372,CAGEN,152500,ACTIVE
1096,60159,372,TD001,654000,ACTIVE
1097,30273,372,SBCHQ,76100,ACTIVE
1098,00399,372,SBBAS2,480900,ACTIVE
1099,00491,373,SBCHQ,205900,ACTIVE
1100,00293,373,CAGEN,647000,ACTIVE
1101,16383,373,CAGEN,495500,ACTIVE
1102,41024,374,SBBAS2,10200,ACTIVE
1103,00836,374,SBBAS2,79400,ACTIVE
1104,01478,374,SBCHQ,155000,ACTIVE
1105,00123,374,SBBAS2,220400,ACTIVE
1106,03093,375,SBBAS2,490800,BLOCKED
1107,11723,375,SBCHQ,8300,ACTIVE
1108,00325,375,TD003,1686000,ACTIVE
1109,3026,375,SBCHQ,59200,ACTIVE
1110,00399,376,SB101,216100,ACTIVE
1111,21205,376,TD003,1902000,ACTIVE
1112,00678,376,TD001,1342000,ACTIVE
1113,00945,377,SBBAS2,287200,ACTIVE
1114,06789,378,TD003,992000,ACTIVE
1115,00234,378,TD003,1937000,ACTIVE
1116,14166,378,SB101,47700,ACTIVE
1117,20795,379,TD001,157000,ACTIVE
1118,01512,379,TD003,114000,ACTIVE
1119,20507,379,TD001,69000,ACTIVE
1120,01234,379,SBCHQ,498200,ACTIVE
1121,21007,380,SB101,108000,ACTIVE
1122,00800,380,TD003,941000,ACTIVE
1123,21240,381,CACOL,1820000,ACTIVE
1124,05364,382,TD001,564000,ACTIVE
1125,20123,382,TD003,1223000,ACTIVE
1126,01245,383,CAGEN,430500,ACTIVE
1127,00156,383,SBBAS2,166800,BLOCKED
1128,30142,383,SBCHQ,464900,ACTIVE
1129,00901,383,SB101,235700,ACTIVE
1130,17890,384,SBBAS2,278600,ACTIVE
1131,00334,384,SBCHQ,378400,ACTIVE
1132,01234,384,SBBAS2,267900,ACTIVE
1133,09012,385,TD001,888000,ACTIVE
1134,05364,385,TD003,932000,ACTIVE
1135,00412,385,TD003,1017000,ACTIVE
1136,00678,385,SBODS4,40600,ACTIVE
1137,20984,386,TD001,273000,ACTIVE
1138,21400,386,SB101,190000,ACTIVE
1139,00182,386,CA0033,2465000,ACTIVE
1140,20984,386,SBGEN,262700,ACTIVE
1141,00788,387,SBBAS2,115500,ACTIVE
1142,21249,387,TD001,770000,ACTIVE
1143,00512,387,TD003,1246000,ACTIVE
1144,01445,387,TD001,353000,ACTIVE
1145,01212,388,TD003,1167000,ACTIVE
1146,00543,388,TD001,266000,ACTIVE
1147,60159,388,CAGEN,312500,ACTIVE
1148,13279,389,TD002,238000,ACTIVE
1149,00282,389,TD001,1726000,ACTIVE
1150,00599,389,SB101,77400,ACTIVE
1151,00836,389,SBCHQ,480000,ACTIVE
1152,00123,390,TD001,794000,ACTIVE
1153,00534,390,TD001,1893000,ACTIVE
1154,02796,390,TD001,532000,ACTIVE
1155,00823,390,SBCHQ,69100,ACTIVE
1156,00891,391,SBCHQ,373400,ACTIVE
1157,00001,391,TD001,1861000,ACTIVE
1158,04567,391,SBBAS2,478900,ACTIVE
1159,21240,392,TD002,810000,ACTIVE
1160,21007,393,CA0033,4257000,ACTIVE
1161,00491,393,SBODS4,103400,ACTIVE
1162,00634,393,CA0033,2232000,ACTIVE
1163,00342,394,TD001,591000,ACTIVE
1164,01445,394,SBGEN,196800,ACTIVE
1165,00213,394,TD002,1858000,ACTIVE
1166,00421,394,SBCHQ,371000,ACTIVE
1167,21291,395,TD001,568000,ACTIVE
1168,01045,395,SB101,228500,ACTIVE
1169,1195,395,SBGEN,313500,ACTIVE
1170,14826,396,CACOL,4243000,BLOCKED
1171,00876,396,SBCHQ,31600,ACTIVE
1172,00244,396,TD002,755000,ACTIVE
1173,30142,396,TD002,1986000,ACTIVE
1174,6854,396,SBCHQ,196500,ACTIVE
1175,18901,397,TD001,1023000,ACTIVE
1176,31346,398,SBODS4,223800,ACTIVE
1177,00156,398,SB101,3700,ACTIVE
1178,04816,398,SBCHQ,424300,ACTIVE
1179,12960,398,SBBAS2,439800,ACTIVE
1180,01234,399,TD001,1631000,ACTIVE
1181,02796,399,SBGEN,482800,ACTIVE
1182,21061,399,TD001,1256000,ACTIVE
1183,00912,399,SBGEN,133500,ACTIVE
1184,00978,399,SBODS4,83300,ACTIVE
1185,01078,400,TD003,1527000,ACTIVE
1186,60159,400,TD002,1305000,ACTIVE
1187,00551,400,TD001,236000,ACTIVE
1188,01312,401,TD001,218000,ACTIVE
1189,00723,402,CAGEN,542000,ACTIVE
1190,15248,402,TD003,705000,ACTIVE
1191,21803,403,TD001,554000,ACTIVE
1192,1676,404,SBGEN,346700,ACTIVE
1193,14567,404,CACOL,4320000,ACTIVE
1194,16789,404,SBCHQ,234500,ACTIVE
1195,14681,404,SBCHQ,155000,ACTIVE
1196,03456,405,TD002,134000,ACTIVE
1197,00745,406,CAGEN,100000,ACTIVE
1198,00112,406,CACOL,3267000,ACTIVE
1199,10123,406,SBGEN,416100,ACTIVE
1200,00182,407,SBGEN,433000,ACTIVE
1201,1980,407,SB101,101800,ACTIVE
1202,21523,407,SBGEN,18900,ACTIVE
1203,00691,408,SBGEN,205900,ACTIVE
1204,00282,409,SBCHQ,472600,ACTIVE
1205,21284,409,SBBAS2,216600,ACTIVE
1206,00112,409,SBGEN,229000,ACTIVE
1207,00812,409,SBBAS2,109600,ACTIVE
1208,02786,410,CAGEN,668500,ACTIVE
1209,01012,410,CA0033,1335000,ACTIVE
1210,01245,411,TD003,1781000,ACTIVE
1211,21625,411,TD001,1715000,ACTIVE
1212,00782,411,SBBAS2,48500,ACTIVE
1213,00977,412,SBGEN,314300,ACTIVE
1214,00978,412,TD002,1541000,ACTIVE
1215,11234,413,CAGEN,986500,ACTIVE
1216,60007,413,SBGEN,159300,ACTIVE
1217,21279,413,SB101,61700,ACTIVE
1218,21240,413,SBGEN,104700,ACTIVE
1219,01478,413,CAGEN,579000,ACTIVE
1220,00765,414,SBODS4,55100,ACTIVE
1221,30273,414,TD003,1676000,ACTIVE
1222,21291,414,TD003,434000,ACTIVE
1223,1195,414,TD002,1551000,ACTIVE
1224,19012,414,SB101,88500,ACTIVE
1225,21067,415,TD001,1625000,ACTIVE
1226,00782,415,SB101,170600,ACTIVE
1227,21792,415,SBODS4,192100,ACTIVE
1228,60007,415,SBGEN,460500,ACTIVE
